symbol	CSC1_SC2	CSC1_SC3	CSC1_DC2	CSC1_DC3
MIR16-2	4.26192	4.54187	3.33594	3.58881
MIR17	0.204748	0.203378	0	0.541928
MIR17HG	0.747585	0.874809	1.55899	1.05211
MIR181A1	0	0	0	0
MIR181A2	0.86005	0.658131	0.449333	0.301123
MIR181A2HG	0.951727	1.12089	0.334091	0.195133
MIR181B1	0	0	0	0
MIR181B2	1.00535	0.777727	0.379716	0.363865
MIR181C	0.302039	0	0	0
MIR181D	0.247306	0	0	0
MIR182	0.15891	0.42956	0	0.301123
MIR1827	1.11399	1.10841	0.686177	1.349
MIR183	0	0	0	0
MIR184	0	0	0	0
MIR185	1.44268	1.7339	1.39722	0.951643
MIR186	5.40616	5.33918	5.30309	4.89709
MIR187	0	0	0	0
MIR188	2.23985	2.18551	0.553245	0.918866
MIR18A	0.624067	0	0.461966	0.23854
MIR18B	0	0	0	0
MIR1908	0.565916	0.398263	0.223396	0
MIR1909	4.84292	4.9188	5.35262	4.88573
MIR190A	4.39519	4.35398	3.74981	4.21502
MIR190B	0	0	0	0
MIR191	0.981544	1.3337	0.196146	0.502098
MIR1910	1.37912	1.0791	0.877661	0.846276
MIR1911	0	0	0	0
MIR1912	0	0	0	0
MIR1913	1.62359	1.61659	0.739775	1.37613
MIR1914	4.39325	4.29266	5.05846	3.24142
MIR1915	0	0	0	0.564342
MIR192	2.99758	3.25625	2.85039	2.164
MIR193A	0	0.900765	0	0.367515
MIR193B	0.207046	0	0	0.547361
MIR194-1	5.13778	4.79598	3.90966	4.78569
MIR194-2	1.23647	2.05026	0.705322	1.03653
MIR195	0	0	0	0
MIR196A1	0	0.447143	0.252663	0.241678
MIR196A2	0.302039	0	0.165819	0.158404
MIR196B	0.384016	0.683079	0.213507	0.382883
MIR197	0	0.42128	0.777852	0
MIR1972-1	4.81325	4.81174	3.55928	4.29044
MIR1972-2	4.81325	4.81174	3.55928	4.29044
MIR1973	0	0	0	0
MIR1976	5.14914	5.02447	5.06459	4.74291
MIR198	0	0	0	0
MIR199A1	6.29598	6.20396	6.29224	6.23719
MIR199A2	1.879	2.08305	0.981431	1.03172
MIR199B	2.16777	2.08305	1.97206	1.57186
MIR19A	0.392216	0	0.21834	0.208741
MIR19B1	0.198151	0	0.206648	0.197528
MIR19B2	0	0	0	0
MIR200A	2.27579	1.76641	2.82857	2.73847
MIR200B	1.77691	1.52309	2.26542	1.38543
MIR200C	1.21322	1.69784	1.75035	0.955054
MIR202	0	0	0	0
MIR203	0.551661	0.300083	0.449333	0.158404
MIR204	0	0	0	0
MIR205	0	0	0	0
MIR2052	0.302039	0	0.314529	0
MIR2053	0	0	0	0
MIR2054	0	0	0	0
MIR205HG	0	0	0	0
MIR206	0	0	0	0
MIR208A	0.239282	0	0	0.23854
MIR208B	0	0	0	0.221305
MIR20A	0.239282	0	0	0.23854
MIR20B	0	0	0	0
MIR21	1.27691	1.04246	0.80269	0.915716
MIR210	0.15891	0.42956	0.314529	0.430986
MIR210HG	0.309357	0.332882	0.623915	0.546042
MIR211	0	0	0	0
MIR2110	2.39769	2.89592	0.777852	1.13189
MIR2113	0	0	0.202315	0
MIR2114	0	0	0	0
MIR2116	5.88557	6.18371	4.77935	5.11559
MIR2117	0	0	0	0
MIR212	0	0	0	0
MIR214	1.879	2.04314	0.981431	1.11138
MIR215	4.79001	4.46209	3.59503	4.42902
MIR216A	0	0	0	0
MIR216B	0	0	0	0
MIR217	0	0	0	0
MIR218-1	0	0	0	0
MIR218-2	0	0	0	0
MIR219-1	0.302039	0.760131	0.791453	0
MIR219-2	0	0	0	0
MIR22	3.87901	4.23293	4.13347	4.26095
MIR221	2.37628	2.19655	2.2921	2.20088
MIR222	0.15891	0.42956	0	0.158404
MIR223	0	0	0	0
MIR2276	2.00802	2.09976	1.40924	1.36613
MIR2277	2.10617	1.84722	1.72469	1.47739
MIR2278	1.13804	0.946557	1.41942	0.484321
MIR22HG	3.92366	4.18197	4.25746	4.12451
MIR2355	0.372343	0	0	0
MIR2392	0	0	0	0
MIR23A	0.233228	0.431255	0.243107	0.232504
MIR23B	4.02836	3.85832	3.21531	3.54349
MIR23C	1.98039	3.08796	1.52394	3.2751
MIR24-1	4.51413	4.35398	3.72423	4.00166
MIR24-2	1.46185	1.15018	0.451094	1.15323
MIR2467	1.27691	1.06969	0	0
MIR25	7.57509	7.82093	7.36187	7.31197
MIR2681	0	0	0	0
MIR2682	0	0	0	0
MIR26A1	2.83892	2.72579	2.63694	3.10873
MIR26A2	4.48207	4.53001	3.35772	3.94835
MIR26B	5.00481	4.88614	4.76025	4.77401
MIR27A	0.72845	0.574449	0	0
MIR27B	4.06297	3.88417	3.21531	3.5757
MIR2861	0.512943	0.190676	0.673991	0.648339
MIR2909	5.88063	6.02948	6.31194	5.69704
MIR296	0.214261	0	0.416794	0
MIR2964A	0	0	0	0
MIR298	0	0	0	0
MIR299	0	0	0	0
MIR29A	0.848434	0.995305	0.877661	1.26078
MIR29B1	0	0.556791	0.581335	1.07259
MIR29B2	0.962582	0.210386	0.220839	0.558564
MIR29C	0.905599	1.202	0.383505	1.0111
MIR300	0	0	0	0
MIR301A	1.75831	1.68619	2.29127	2.09276
MIR301B	0.219357	0	0	0
MIR302A	4.90491	4.92144	5.0879	4.92678
MIR302B	4.90454	4.8775	5.00906	4.84823
MIR302C	4.95186	5.03527	5.10835	4.94716
MIR302D	4.94305	4.95056	5.10835	4.92949
MIR302F	0	0	0	0
MIR3064	8.59983	8.69183	8.63175	8.45331
MIR3065	3.28619	3.25271	3.7782	3.73128
MIR3074	4.27377	4.12803	3.49256	3.76639
MIR30A	0	0	0	0
MIR30B	0.196045	0.194729	0.542764	0.66016
MIR30C1	4.38272	4.39259	4.04491	4.15233
MIR30C2	0	0	0	0
MIR30D	0.242428	0	0	0.448619
MIR30E	4.32725	4.34708	4.00003	4.10724
MIR31	0	0.441718	0	0
MIR3115	4.92527	4.56245	4.01539	4.2353
MIR3117	0	0	0	0
MIR3119-1	0	0	0	0
MIR3119-2	0	0	0	0
MIR3120	2.21321	2.38928	1.21617	1.36514
MIR3121	5.09183	5.0389	4.81479	4.52668
MIR3122	3.3645	3.19968	2.78099	3.14881
MIR3123	0	0	0	0
MIR3124	0	0	0.678004	0
MIR3125	0	0.217896	0.599622	0.8626
MIR3126	0	0	0	0
MIR3127	4.60039	4.17531	3.32062	3.23243
MIR3128	5.24312	5.50196	3.65206	3.89977
MIR3129	0	0	0	0.417854
MIR3130-1	4.59851	4.61874	4.04807	4.10181
MIR3130-2	4.59851	4.61874	4.04807	4.10181
MIR3131	3.22278	3.01166	4.00896	3.57797
MIR3132	2.96926	3.21852	2.74773	2.43974
MIR3134	4.87784	5.48154	2.50087	4.40368
MIR3136	3.25386	3.81177	1.6929	2.60254
MIR3138	5.43734	5.42198	4.92652	5.68918
MIR3140	2.54569	2.18029	1.03005	1.50789
MIR3141	0	0	0	0
MIR3142	0	0	0	0
MIR3143	0	0	0	0
MIR3145	2.54654	2.03621	1.20611	1.59637
MIR3146	3.44497	3.32401	1.75462	2.13534
MIR3147	0	0	0	0
MIR3148	0	0	0	0
MIR3150A	0.400777	0.562553	0.739775	0
MIR3150B	0.376154	0.529681	0.69882	0
MIR3151	0	0	0	0
MIR3152	0	0	0	0
MIR3153	7.87264	7.72627	7.07489	6.82923
MIR3154	2.47885	2.38928	2.27145	1.84138
MIR3155A	1.35729	1.26048	1.20611	1.16699
MIR3155B	1.73503	1.62337	1.56015	1.51441
MIR3156-1	0	0	0	0
MIR3156-2	1.87246	0	0.231437	0
MIR3156-3	0	0	0	0
MIR3157	0.680562	0.534887	0.960336	0.378921
MIR3158-1	3.36874	3.52593	3.59485	3.36436
MIR3158-2	3.36874	3.52593	3.59485	3.36436
MIR3160-1	3.3279	3.42286	1.53183	2.713
MIR3160-2	3.39066	3.48605	1.5777	2.77215
MIR3162	4.48542	4.9582	2.78287	4.28731
MIR3165	3.32934	2.92842	1.38283	2.4843
MIR3167	0	0	0	0
MIR3169	0	0	0	0
MIR3170	0	0.411759	0	1.21804
MIR3173	2.56009	2.9156	1.83246	2.19121
MIR3175	3.69788	4.19701	2.2185	2.6181
MIR3176	3.39717	3.85033	3.19973	3.60945
MIR3177	3.00525	2.08975	2.29909	2.7899
MIR3178	0.384016	0.683079	0.213507	0
MIR3179-1	2.43884	1.8374	2.06698	2.6597
MIR3179-2	2.39769	1.8374	2.06698	2.6597
MIR3179-3	2.39769	1.8374	2.06698	2.6597
MIR3180-1	0	0	0	0
MIR3180-2	0	0	0	0
MIR3180-3	0	0	0	0
MIR3180-4	6.92245	6.94658	7.80537	6.8844
MIR3180-5	0.665411	0	0	0
MIR3182	0	0	0	0
MIR3183	4.79895	4.96008	4.89291	4.61799
MIR3184	2.48829	2.82865	2.1931	1.8966
MIR3185	0.248976	0.642504	0.479301	0
MIR3186	0	0	0.211171	0
MIR3187	0.631287	0.787997	0.252663	0.448619
MIR3188	0.2025	0.201144	0	0
MIR3189	4.36819	4.43001	5.63869	4.71048
MIR3190	2.41223	1.61659	2.59081	2.82042
MIR3191	2.42812	1.66687	2.65279	2.88417
MIR3192	3.08502	3.1313	2.32253	2.57861
MIR3193	0	0.300083	0.57261	0
MIR3194	0	1.70692	0	1.45876
MIR3196	0.263198	0	1.52814	3.45591
MIR3197	0	0	0	0
MIR3198-1	3.31703	3.10938	3.0359	3.86429
MIR3198-2	1.18959	1.53979	1.94379	1.69332
MIR3199-1	2.77023	2.56397	2.01616	2.2545
MIR3199-2	2.79858	2.59158	2.0412	2.28077
MIR31HG	0.0340077	0.050358	0.0787986	0.0670114
MIR32	3.02437	2.84333	1.10328	2.52144
MIR3200	0.380044	0	0	0
MIR3201	0	0	0	0
MIR3202-1	1.6843	1.7463	1.40823	1.99798
MIR3202-2	1.70925	1.77171	1.43081	2.02511
MIR320A	0.392216	0	0.575489	0
MIR320B1	0	0	0	0
MIR320B2	2.29228	2.22837	2.16839	2.05143
MIR320C1	3.30433	3.31608	3.15659	3.87145
MIR320C2	2.9849	2.10647	1.98099	1.47881
MIR320D1	0	0	0	0
MIR320D2	0	0	0	0
MIR320E	4.1826	3.87544	3.33639	4.27094
MIR323A	0	0	0	0
MIR323B	0	0	0	0
MIR324	7.76905	7.4964	7.29256	7.26999
MIR326	2.82116	2.7273	1.4289	3.20115
MIR328	4.64849	4.73353	4.69106	4.33868
MIR329-1	0	0	0	0
MIR329-2	0	0	0	0
MIR330	3.34051	2.87939	2.31932	2.8301
MIR331	0.347695	0	0.361847	0.183715
MIR335	4.16162	4.56027	3.07242	4.146
MIR337	0	0	0	0
MIR338	3.50124	3.46722	3.99983	3.95238
MIR339	5.75869	5.88356	5.27694	5.93775
MIR33A	6.14186	6.19105	5.20645	5.38844
MIR33B	5.94426	5.34368	5.25792	4.8935
MIR340	3.90902	4.15919	3.32571	3.30287
MIR345	0	0	0	0
MIR346	0	0	0	0
MIR34A	0	0	0	0.158404
MIR34B	0	0	0	0
MIR34C	0	0	0	0
MIR3529	0	0	0	0
MIR3545	0.674239	0.198959	0.391315	0
MIR3591	0	0	0	0
MIR3605	4.04427	3.56185	2.9447	3.83555
MIR3606	0.492239	0	0	0
MIR3607	9.24378	8.91236	9.25033	8.65939
MIR3609	0.971336	1.61659	0	0.712185
MIR3610	1.7893	0.762827	1.19205	0.906399
MIR3612	0	0	0	0
MIR3613	0.198151	0	0.38737	0.37124
MIR3614	4.91609	5.35491	3.55456	4.76943
MIR3615	3.06373	3.37224	3.09528	2.95413
MIR3616	0	0	0	0
MIR3618	2.53687	2.98849	1.96081	2.60342
MIR3619	0.693577	1.34036	0.853698	2.02718
MIR362	2.58578	2.52827	0.703141	1.13539
MIR3620	7.6055	7.80286	7.14046	7.5204
MIR3621	4.08519	3.34002	4.3158	2.83947
MIR3622A	0	0	0	0
MIR3622B	0	0	0	0
MIR363	0	0	0	0
MIR3646	5.24997	5.73005	3.76562	4.13463
MIR3648	4.97854	4.53504	3.6135	2.82765
MIR3649	0.661946	0.470259	0.266642	0
MIR3650	0	0.509842	0	0.88834
MIR3651	4.30642	4.38702	2.1931	3.04157
MIR3652	7.97612	8.2353	6.09594	7.20517
MIR3653	4.7406	4.38436	4.29542	4.767
MIR3654	9.26475	9.50309	9.0628	9.05258
MIR3655	5.10155	4.90485	4.53078	4.84992
MIR3656	5.92538	6.0376	5.56708	6.33189
MIR3658	5.51824	5.2993	6.15182	5.63758
MIR3659	0	0	0	0
MIR365A	0.198151	0	0	0.526265
MIR365B	0	0	0	0
MIR3660	0	0	0	0
MIR3661	6.49603	6.86268	5.32977	5.99468
MIR3662	3.86964	3.58215	2.79149	3.2427
MIR3663	0	0	0	0
MIR3664	0.332006	0.470259	0	0.331008
MIR3665	0.449919	0.164931	0	0.571736
MIR3666	0	0	0	0
MIR3668	0	0	0	0
MIR367	4.96931	4.95056	5.10835	4.92949
MIR3671	0.368609	0.194729	1.14928	0.195429
MIR3675	2.21254	1.44281	3.01101	2.54356
MIR3676	0	0	0.395342	0
MIR3677	1.18959	0.277327	0	0.712185
MIR3678	0	0	0	0
MIR3679	0.8102	2.40634	0	1.21046
MIR3680-1	4.07232	4.55099	3.92471	6.62381
MIR3680-2	4.07232	4.55099	3.92471	6.62381
MIR3682	2.59264	2.78748	3.24088	3.24951
MIR3684	4.27409	4.28981	2.02786	3.67023
MIR3685	1.79872	1.28438	1.55823	1.95701
MIR3687	6.44446	5.17086	4.79684	4.88074
MIR3688-1	1.55001	1.40102	0.656516	1.47739
MIR3688-2	1.61409	1.46155	0.69244	1.53979
MIR3689A	0	0	0	0
MIR3689B	0	0	0	0
MIR3689C	0	0	0	0
MIR3689D1	0	0	0	0
MIR3689D2	0	0	0	0
MIR3689E	0	0	0	0.235483
MIR3689F	0	0	0	0
MIR369	0	0	0	0
MIR3690	0.227474	0	0	0.422683
MIR3691	4.36737	4.15498	4.14351	3.62612
MIR3692	2.49591	1.50742	1.73558	2.23272
MIR3714	0	0	0	0
MIR371A	0	0	0	0
MIR371B	0	0	0	0
MIR372	0	0	0	0
MIR373	0	0	0	0
MIR374A	0.775342	0.436423	0	0.437869
MIR374B	0.775342	0.771032	0.246211	0
MIR374C	0.792379	0.787997	0.252663	0
MIR375	0	0	0	0
MIR376A1	0	0	0	0
MIR376A2	0	0	0	0
MIR376B	0	0	0	0
MIR376C	0	0	0	0
MIR377	0	0	0	0
MIR378C	0	0	0	0
MIR378D1	0	0	0	0
MIR378D2	0.477267	0.830727	0.184874	0.605065
MIR378E	0	0	0.226014	0
MIR378F	0	0	0	0
MIR379	0	0	0	0
MIR380	0	0	0	0
MIR381	0	0	0	0
MIR382	0	0	0	0
MIR383	0	0	0	0
MIR384	0	0	0	0
MIR3907	0	0	0.122647	0
MIR3908	0.687007	0	0	0
MIR3909	2.1865	3.04732	1.59771	3.30798
MIR3910-1	0	0	0	0
MIR3910-2	0	0	0	0
MIR3911	0.555861	1.03563	0.167255	0.303614
MIR3912	0	0	0	0
MIR3913-1	0	0	0	0
MIR3913-2	0	0	0	0
MIR3914-1	0	0	0	0
MIR3914-2	0	0	0	0
MIR3916	3.10948	2.61844	2.5475	3.21476
MIR3917	4.80708	4.86634	4.34377	3.81149
MIR3918	0.351014	0.184902	0.898717	1.32764
MIR3919	0	0	0	0
MIR3920	0	0	0	0
MIR3921	5.31207	5.3344	4.58578	4.73777
MIR3922	0	0	0	0
MIR3924	0	0	0	0
MIR3925	0	0	0.231437	0
MIR3926-1	2.22796	2.04812	1.83574	1.63155
MIR3926-2	2.39769	2.21206	1.99183	1.77886
MIR3928	0	0	0	0
MIR3935	0	0.688302	0	0
MIR3936	1.18959	0.658131	1.43576	1.68032
MIR3938	0	0	0	0
MIR3939	0.975775	0.443511	0	1.21707
MIR3940	6.64319	6.54703	6.51577	6.13617
MIR3941	3.93556	3.86602	2.88244	3.48065
MIR3942	2.41898	2.69675	2.73429	2.56532
MIR3943	0	0	0	0
MIR3944	5.99142	5.86941	5.93178	5.62134
MIR3945	0	0	0	0
MIR3960	0.357845	0	0.37236	0.189391
MIR3973	1.48317	1.70404	0	1.28194
MIR3974	0	0	0	0
MIR3975	0	0	0.252663	0
MIR3976	0	0	0	0
MIR3977	0	0	0	0
MIR3978	2.26441	2.62346	1.81577	1.71153
MIR409	0	0	0	0
MIR410	0	0	0	0
MIR411	0	0	0	0
MIR412	0	0	0	0
MIR421	0	0.377645	0.211171	0
MIR423	2.22623	2.64987	1.99756	1.89379
MIR424	0	0	0	0.334023
MIR425	1.21726	1.21134	0.206648	0
MIR4251	0	0	0	0
MIR4252	1.60081	2.33259	1.54302	2.15209
MIR4253	3.91908	3.94485	2.36113	3.47735
MIR4254	0	0	0	0.224002
MIR4255	0	0	0	0
MIR4256	0.485708	0.482746	0	0
MIR4257	0.376154	0.373776	0.952159	2.56034
MIR4258	3.19595	2.68931	2.65545	2.63004
MIR4260	6.11771	6.17724	5.17774	6.86136
MIR4261	1.46818	0.524576	0.299837	0
MIR4262	0	0	0	0
MIR4263	5.21379	5.12985	4.05817	4.81093
MIR4264	0	0	0	0
MIR4265	0	0	0	0
MIR4266	0	0	0	0
MIR4267	0.953991	0.38975	0.985766	0.830575
MIR4268	0	0	0	0
MIR4269	1.24633	0.932322	0	0
MIR4270	0	0	0	0
MIR4271	1.22541	1.09681	1.58484	1.7165
MIR4272	0	0	0	0
MIR4273	1.3362	2.21206	1.6199	0.685168
MIR4274	0	0	0	0
MIR4275	0	0	0	0
MIR4276	0	0	0	0
MIR4277	0	0	0	0
MIR4278	0	0	0	0
MIR4279	0	0	0	0
MIR4280	0	0	0	0
MIR4281	0	0	0	0
MIR4282	0	0	0	0
MIR4283-1	0	0	0	0
MIR4283-2	0	0	0	0
MIR4284	2.48177	2.15509	2.31321	1.45081
MIR4285	0.680562	0.534887	0	1.23368
MIR4287	0	0	0	0
MIR4288	2.75173	3.25416	2.58481	2.90267
MIR4289	0	0	0	0
MIR429	2.81118	3.11449	4.27817	3.26498
MIR4290	0	0	0	0
MIR4291	0	0	0	0
MIR4292	6.04856	5.78382	5.66658	6.11689
MIR4294	0	0	0	0
MIR4295	3.39143	2.89399	2.98834	3.27957
MIR4296	3.91826	3.43651	3.00066	3.1896
MIR4297	0	0	0	0
MIR4298	0	0	0	0.432686
MIR4299	0	0	0	0.235483
MIR4300	0	0	0	0
MIR4301	0	0	0	0
MIR4302	0	0	0	0
MIR4303	0	0	0	0
MIR4304	2.23838	2.70884	1.84528	2.46722
MIR4305	2.17508	1.95141	1.36528	1.95551
MIR4306	1.18066	0.640603	1.2173	0.986938
MIR4307	0	0	0	0
MIR4308	3.12903	3.17103	1.5777	2.15938
MIR4309	0	0	0	0
MIR431	0	0.290545	0	0
MIR4310	0	0.920224	0	0.291555
MIR4311	0	0	0	0
MIR4312	5.64997	5.27234	5.18026	5.06256
MIR4313	0.172256	0.324025	0	0
MIR4314	0	0	0	0
MIR4315-1	2.90537	3.37948	1.90807	2.93454
MIR4315-2	2.90537	3.37948	1.90807	2.93454
MIR4316	4.41858	4.4328	3.5083	4.02528
MIR4317	0	0	0	0
MIR4318	0	0	0	0
MIR4319	0	0	0	0
MIR432	0	0.183055	0	0
MIR4320	3.3592	3.04244	1.70815	2.11727
MIR4321	2.4965	2.35979	3.5089	2.75372
MIR4322	0.433947	0.431255	0	0.232504
MIR4323	4.54077	2.57922	0	0
MIR4324	0	0	0	1.37613
MIR4325	0	0	0	0
MIR4326	5.75992	5.73812	6.00295	6.23293
MIR4327	0	0	0	0
MIR4328	0	0	0	0
MIR4329	1.74212	1.38515	1.93758	1.65882
MIR433	0	0.968777	0	0
MIR4330	0	0	0	0
MIR4417	0	0	0	0
MIR4420	0.221997	0	0	0
MIR4422	0	0	0	0
MIR4423	0	0	0	0
MIR4424	0	0	0	0
MIR4426	9.01872	8.87208	8.66798	8.45267
MIR4427	4.05608	4.51604	3.11841	3.65984
MIR4429	0	0	0	0
MIR4432	0	0	0	0
MIR4434	3.47901	4.68447	2.09976	3.23728
MIR4435-1	0.71408	1.82512	0.587304	1.69332
MIR4435-2	1.14511	1.13943	1.3948	1.9755
MIR4436A	0	0	0	0
MIR4436B1	5.80826	6.28022	4.73437	5.03138
MIR4436B2	5.7147	6.15	4.61809	4.96813
MIR4437	0	0	0	0
MIR4439	0	0	0	0
MIR4440	1.43249	0.176021	0	0.934957
MIR4441	1.18959	1.26234	0.342516	0.712185
MIR4442	1.80127	2.01323	1.26293	1.09976
MIR4443	0	0	0	0
MIR4444-1	6.45991	6.17142	5.95695	5.98708
MIR4446	2.62333	2.74289	1.3784	1.94785
MIR4449	3.68239	3.81785	3.78548	3.49201
MIR4450	0	0	0	0.668287
MIR4451	0	0	0	0
MIR4453	1.44733	0.777727	0.379716	1.10264
MIR4454	0	0	0	0
MIR4456	0	0	0	0
MIR4457	0	0	0	0
MIR4458	0.596791	0.59328	0.237128	0.422683
MIR4460	0	0	0	0
MIR4461	4.34952	4.51253	3.79235	3.92084
MIR4462	0	0	0	0
MIR4464	0	0	0	0
MIR4465	0	0	0	0
MIR4466	2.39769	2.32292	0	2.10756
MIR4467	3.58243	3.93844	3.66641	4.21946
MIR4468	0	0	0	0
MIR4469	1.97028	1.77171	0.593398	1.96666
MIR4470	0.236216	0	0	0
MIR4471	0	0	0	0
MIR4472-1	0	0	0	0
MIR4472-2	0	0	0	0
MIR4473	1.18066	1.69418	0.795909	1.98036
MIR4474	1.85895	2.29657	1.02193	2.34811
MIR4475	0	0	0	0
MIR4476	0	0	0	0
MIR4478	0	0	0	0
MIR4479	1.39157	2.45358	0	1.81442
MIR448	0	0	0	0
MIR4480	0	0.922617	0	0.622363
MIR4482-1	0.792379	1.06351	0.252663	0.241678
MIR4483	2.35948	1.50893	2.90363	3.0001
MIR4484	3.73831	3.08874	3.54276	3.49887
MIR4485	0.535485	0.290545	0	0
MIR4486	0	0	0	0
MIR4488	0	0	0	0
MIR4489	2.41642	2.0982	1.75579	3.38837
MIR4490	0	0	0	0
MIR4491	0	0	0	0
MIR4492	2.94946	3.69176	0.877661	3.24142
MIR4493	0	0	0	0
MIR4497	0	0	0	0
MIR4498	4.83583	4.97468	3.69792	4.42643
MIR4499	4.69348	3.87168	3.97797	3.68264
MIR449A	0	0.188711	0	0.189391
MIR449B	0	0.177728	0	0.17837
MIR449C	0	0.186787	0	0.18746
MIR4500	0.419077	0	0	0.224002
MIR4500HG	0.0647201	0	0.0676304	0
MIR4503	1.25635	0.545617	1.09084	0
MIR4505	2.38159	2.04812	1.19205	1.85722
MIR4508	0	0	0	0
MIR4509-1	0.749591	0.491449	1.27819	0.493048
MIR4509-2	0.749591	0.491449	1.27819	0.493048
MIR4509-3	0.749591	0.491449	1.27819	0.493048
MIR450A1	0	0	0	0
MIR450A2	0	0	0	0
MIR450B	0	0	0	0
MIR4510	0	0	0	0
MIR4511	2.27139	2.34845	1.05521	1.01943
MIR4513	4.35832	4.98227	3.43497	4.34319
MIR4514	0	0	0	0
MIR4515	0.39645	0.210386	0	0.211138
MIR4516	2.97291	2.55575	2.58145	2.66534
MIR4517	5.78113	6.09692	7.771	5.47469
MIR4518	0.388073	0	0	0
MIR4519	0.287874	0	0	0
MIR451A	0	0	0	0
MIR451B	0	0	0	0
MIR452	0	0	0	0
MIR4520A	0	0	0	0
MIR4520B	0	0	0	0
MIR4521	0	0	0	0
MIR4522	0.198151	0.196821	0	0
MIR4523	1.31329	1.59804	0.256018	0.244899
MIR4524A	0.245658	0	0	0.636942
MIR4524B	0.152353	0	0	0.414696
MIR4526	0	0	0	0
MIR4529	0	0	0	0
MIR4530	0	0	0.309474	0
MIR4531	4.24692	4.993	4.13209	5.74664
MIR4532	0	0	0	0
MIR4533	0	0	0	0
MIR4534	0	0	0	0
MIR4535	0	0	0	0
MIR4536-1	0	0	0	0
MIR454	1.47617	1.46952	1.96816	1.7833
MIR4540	0	0	0	0
MIR455	0.485708	0	0.355164	0
MIR4632	2.04267	2.74551	1.76758	2.60254
MIR4633	3.33337	3.69064	3.36848	3.37466
MIR4634	0	0	0	0
MIR4635	4.34299	3.92273	3.70504	4.07347
MIR4636	0	0.398263	0.587304	1.89247
MIR4637	3.83453	4.01249	3.21633	3.17864
MIR4638	0.248976	0.642504	7.0913	0
MIR4639	3.00972	3.24456	1.55669	2.28842
MIR4640	3.64707	4.04813	4.40914	4.56648
MIR4641	4.40487	4.35478	4.55664	4.40024
MIR4642	4.9465	5.17188	4.63549	4.65135
MIR4643	0	0	0	0
MIR4644	1.71689	2.21206	2.31834	2.35142
MIR4645	0	0	0	0
MIR4646	4.83022	4.58565	4.06503	4.79427
MIR4647	5.56778	5.59605	6.45264	6.0221
MIR4648	4.34299	4.13588	5.04676	4.45988
MIR4649	0	0.261471	0	0
MIR4650-1	3.49578	4.20179	2.87707	3.17991
MIR4650-2	2.88838	3.03475	1.86568	2.06744
MIR4651	3.20894	3.6233	2.16583	3.12008
MIR4652	0	0	0	0.8626
MIR4653	6.01991	5.89178	5.98437	5.82469
MIR4654	1.42512	1.66687	0.612476	1.12154
MIR4655	4.62723	3.91568	5.14572	4.76667
MIR4656	4.9648	4.90662	4.52188	4.87897
MIR4657	4.85968	4.96497	3.89762	3.94969
MIR4658	4.42586	4.92346	4.71993	5.07886
MIR4659A	3.83624	4.07526	2.7277	3.12473
MIR4659B	3.97625	4.2168	2.85605	3.25833
MIR4660	0	0.754798	0.44585	0
MIR4661	0.75904	0	0.44585	0
MIR4663	0	0	0	0
MIR4664	3.80624	5.93923	3.0305	3.87427
MIR4665	0.57183	0.402662	0.226014	0.216102
MIR4666A	0	0	0	0
MIR4667	2.9257	3.69445	3.76408	3.84257
MIR4668	4.42586	5.16512	2.32754	3.62138
MIR4669	1.79872	2.29192	0	1.95701
MIR4670	2.39769	1.95698	1.65248	1.60526
MIR4671	0	0	0	0.432686
MIR4672	5.79175	5.43404	5.63317	4.93682
MIR4673	2.16142	1.84257	1.70969	2.08594
MIR4674	0	0.524576	0.38737	0
MIR4675	0	0	0	0
MIR4676	4.05789	4.19448	2.67729	3.40248
MIR4677	2.82459	2.71449	2.55013	2.78746
MIR4678	0.428873	0	0	0
MIR4679-1	0	0	0	0
MIR4679-2	0	0	0	0
MIR4680	3.59241	3.85674	4.73219	3.86189
MIR4681	2.24363	1.79606	1.60737	1.87165
MIR4682	0	0.398263	0	0.3996
MIR4683	0	0.957533	0.220839	0.395284
MIR4684	2.14942	1.92277	0.407938	1.06333
MIR4685	3.72812	4.18111	3.82824	4.01532
MIR4686	0.743423	0.223208	0	1.12154
MIR4687	2.0151	2.96999	0.739775	2.88417
MIR4688	1.43165	0.820545	1.77458	0.943223
MIR4689	0.792379	0.627613	0.252663	0.448619
MIR4690	3.9949	4.43021	4.53027	4.96403
MIR4691	6.30484	6.21836	6.65504	6.55864
MIR4692	0.267012	0.85393	0	0
MIR4693	0	0	0	0
MIR4694	0	0	0	0
MIR4695	2.67035	1.97138	2.02786	2.50023
MIR4696	0	0	0	0
MIR4697	1.30914	1.09846	1.53082	0.218673
MIR4698	0	0	0	0
MIR4699	0	0	0	0
MIR4700	6.47741	6.29469	5.97133	5.66342
MIR4701	3.74439	3.73478	3.31211	3.62612
MIR4703	0	0	0	0
MIR4705	0	0	0	0
MIR4706	3.28502	2.99616	3.06225	2.33561
MIR4707	4.81036	3.84325	3.55073	3.14061
MIR4708	0	0	0	0
MIR4709	7.81704	7.10914	7.91098	8.18695
MIR4710	0	0	0.564145	0
MIR4711	1.7565	2.15436	2.38153	1.82909
MIR4712	1.35729	1.26048	0.985766	1.06333
MIR4713	0	0.225963	0.619115	0.226766
MIR4714	0.873211	1.21489	1.14928	1.80191
MIR4715	0	0	0	0
MIR4716	1.64837	1.494	0.846006	0.815462
